,0
Team_ID,1610612744
Season,2001-02
FGM,"{'AVG': 36.5609756097561, 'STDEV': 4.280583671334904}"
FGA,"{'AVG': 85.23170731707317, 'STDEV': 7.465639447342979}"
FGP,"{'AVG': 0.430365853658536, 'STDEV': 0.04827762106997201}"
FG3M,"{'AVG': 3.902439024390244, 'STDEV': 2.312658435533866}"
FG3A,"{'AVG': 12.121951219512194, 'STDEV': 4.606464174952623}"
FG3P,"{'AVG': 0.32209412152070505, 'STDEV': 0.15626448469189}"
FTM,"{'AVG': 20.646341463414632, 'STDEV': 6.650669605607462}"
FTA,"{'AVG': 28.585365853658537, 'STDEV': 28.585365853658537}"
FTP,"{'AVG': 0.7201585365853651, 'STDEV': 0.7201585365853651}"
OREB,"{'AVG': 16.26829268292683, 'STDEV': 4.477788200946802}"
DREB,"{'AVG': 30.402439024390244, 'STDEV': 5.515096578847359}"
REB,"{'AVG': 46.670731707317074, 'STDEV': 6.7147430901439975}"
AST,"{'AVG': 20.804878048780488, 'STDEV': 4.304574151634468}"
BLK,"{'AVG': 6.378048780487805, 'STDEV': 2.9044038248559723}"
TOV,"{'AVG': 16.158536585365855, 'STDEV': 4.200145535970908}"
PF,"{'AVG': 22.975609756097562, 'STDEV': 4.964007763934044}"
