,0
Team_ID,1610612748
Season,2001-02
FGM,"{'AVG': 34.15853658536585, 'STDEV': 4.808607283280454}"
FGA,"{'AVG': 77.82926829268293, 'STDEV': 6.227784969861603}"
FGP,"{'AVG': 0.439963414634146, 'STDEV': 0.057741750545836}"
FG3M,"{'AVG': 3.804878048780487, 'STDEV': 1.8287081346498182}"
FG3A,"{'AVG': 10.963414634146341, 'STDEV': 3.743125788089709}"
FG3P,"{'AVG': 0.35884818053274903, 'STDEV': 0.167066689232718}"
FTM,"{'AVG': 15.073170731707316, 'STDEV': 5.40868183618326}"
FTA,"{'AVG': 20.829268292682926, 'STDEV': 20.829268292682926}"
FTP,"{'AVG': 0.72670731707317, 'STDEV': 0.72670731707317}"
OREB,"{'AVG': 11, 'STDEV': 3.220305943597653}"
DREB,"{'AVG': 31.024390243902438, 'STDEV': 4.855887631044992}"
REB,"{'AVG': 42.02439024390244, 'STDEV': 5.270405634249917}"
AST,"{'AVG': 20.29268292682927, 'STDEV': 4.702213308325012}"
BLK,"{'AVG': 5.463414634146342, 'STDEV': 2.299732254685311}"
TOV,"{'AVG': 14.060975609756097, 'STDEV': 3.90108424616722}"
PF,"{'AVG': 22.51219512195122, 'STDEV': 4.60607195185387}"
