,0
Team_ID,1610612766
Season,2001-02
FGM,"{'AVG': 35.28048780487805, 'STDEV': 4.643525667346552}"
FGA,"{'AVG': 80.2439024390244, 'STDEV': 7.106875432292129}"
FGP,"{'AVG': 0.44126829268292606, 'STDEV': 0.05874322630359301}"
FG3M,"{'AVG': 4.219512195121951, 'STDEV': 2.060950219799454}"
FG3A,"{'AVG': 12.121951219512194, 'STDEV': 4.113783647547067}"
FG3P,"{'AVG': 0.357824746559455, 'STDEV': 0.15167720553670602}"
FTM,"{'AVG': 19.121951219512194, 'STDEV': 5.469083124236942}"
FTA,"{'AVG': 25.670731707317074, 'STDEV': 25.670731707317074}"
FTP,"{'AVG': 0.74620731707317, 'STDEV': 0.74620731707317}"
OREB,"{'AVG': 12.914634146341463, 'STDEV': 4.046645370351538}"
DREB,"{'AVG': 30.548780487804876, 'STDEV': 4.828292234510749}"
REB,"{'AVG': 43.46341463414634, 'STDEV': 5.613465121069357}"
AST,"{'AVG': 21.451219512195124, 'STDEV': 4.711824995766045}"
BLK,"{'AVG': 5.560975609756097, 'STDEV': 2.563261622922233}"
TOV,"{'AVG': 13.512195121951219, 'STDEV': 3.8013769514334523}"
PF,"{'AVG': 21.304878048780488, 'STDEV': 3.700814139292362}"
