,0
Team_ID,1610612761
Season,2001-02
FGM,"{'AVG': 35.59756097560975, 'STDEV': 5.0865587972096264}"
FGA,"{'AVG': 82.03658536585365, 'STDEV': 6.544142837704341}"
FGP,"{'AVG': 0.43484146341463403, 'STDEV': 0.057966671887247}"
FG3M,"{'AVG': 4.719512195121951, 'STDEV': 2.31620373868723}"
FG3A,"{'AVG': 13.524390243902438, 'STDEV': 4.758943781965032}"
FG3P,"{'AVG': 0.354606411180922, 'STDEV': 0.12263614356751001}"
FTM,"{'AVG': 15.475609756097562, 'STDEV': 6.844346337240772}"
FTA,"{'AVG': 20.9390243902439, 'STDEV': 20.9390243902439}"
FTP,"{'AVG': 0.737878048780487, 'STDEV': 0.737878048780487}"
OREB,"{'AVG': 13.585365853658537, 'STDEV': 3.7150053404152}"
DREB,"{'AVG': 28.48780487804878, 'STDEV': 5.0947658990767835}"
REB,"{'AVG': 42.073170731707314, 'STDEV': 6.337777169637025}"
AST,"{'AVG': 21.695121951219512, 'STDEV': 4.3989028497161184}"
BLK,"{'AVG': 5.536585365853658, 'STDEV': 3.425377772988613}"
TOV,"{'AVG': 13.524390243902438, 'STDEV': 3.493293786021897}"
PF,"{'AVG': 21.597560975609756, 'STDEV': 4.575457222238272}"
