,0
Team_ID,1610612753
Season,2001-02
FGM,"{'AVG': 37.646341463414636, 'STDEV': 4.643785044151403}"
FGA,"{'AVG': 84.0609756097561, 'STDEV': 7.719380070061613}"
FGP,"{'AVG': 0.45014634146341403, 'STDEV': 0.059498339421006005}"
FG3M,"{'AVG': 7.560975609756097, 'STDEV': 2.726629362126454}"
FG3A,"{'AVG': 20.24390243902439, 'STDEV': 5.085833569974096}"
FG3P,"{'AVG': 0.37702847559318203, 'STDEV': 0.11004299839942401}"
FTM,"{'AVG': 17.634146341463413, 'STDEV': 5.681923242301519}"
FTA,"{'AVG': 23.378048780487806, 'STDEV': 23.378048780487806}"
FTP,"{'AVG': 0.750780487804878, 'STDEV': 0.750780487804878}"
OREB,"{'AVG': 11.487804878048781, 'STDEV': 4.511285991243597}"
DREB,"{'AVG': 29.75609756097561, 'STDEV': 5.076114426347844}"
REB,"{'AVG': 41.24390243902439, 'STDEV': 6.695421276098945}"
AST,"{'AVG': 22, 'STDEV': 4.898979485566356}"
BLK,"{'AVG': 4.682926829268292, 'STDEV': 2.513558535840863}"
TOV,"{'AVG': 13.231707317073171, 'STDEV': 3.587697705612804}"
PF,"{'AVG': 20.73170731707317, 'STDEV': 4.31491464656096}"
