,0
Team_ID,1610612764
Season,2001-02
FGM,"{'AVG': 35.829268292682926, 'STDEV': 4.604895082111408}"
FGA,"{'AVG': 81.26829268292683, 'STDEV': 6.409962886754917}"
FGP,"{'AVG': 0.44132926829268204, 'STDEV': 0.048980735663367005}"
FG3M,"{'AVG': 3.719512195121951, 'STDEV': 1.9893195700292332}"
FG3A,"{'AVG': 9.585365853658537, 'STDEV': 3.711680659928702}"
FG3P,"{'AVG': 0.381782802523476, 'STDEV': 0.15151949759454902}"
FTM,"{'AVG': 17.414634146341463, 'STDEV': 5.374726451867097}"
FTA,"{'AVG': 22.75609756097561, 'STDEV': 22.75609756097561}"
FTP,"{'AVG': 0.770134146341463, 'STDEV': 0.770134146341463}"
OREB,"{'AVG': 12.865853658536585, 'STDEV': 3.78679380042824}"
DREB,"{'AVG': 29.182926829268293, 'STDEV': 5.133112185665664}"
REB,"{'AVG': 42.048780487804876, 'STDEV': 6.488170506323084}"
AST,"{'AVG': 20.914634146341463, 'STDEV': 5.016518933501364}"
BLK,"{'AVG': 4.3170731707317085, 'STDEV': 2.287259661693889}"
TOV,"{'AVG': 12.182926829268293, 'STDEV': 3.597420367877782}"
PF,"{'AVG': 21.5, 'STDEV': 3.79489585731957}"
