,0
Team_ID,1610612762
Season,2001-02
FGM,"{'AVG': 34.98780487804878, 'STDEV': 4.517439191660059}"
FGA,"{'AVG': 77.73170731707317, 'STDEV': 7.738071314375795}"
FGP,"{'AVG': 0.45236585365853604, 'STDEV': 0.057193091224641}"
FG3M,"{'AVG': 3.414634146341463, 'STDEV': 1.670005688703219}"
FG3A,"{'AVG': 10.268292682926829, 'STDEV': 3.492668796305561}"
FG3P,"{'AVG': 0.34139717430370903, 'STDEV': 0.15681227460202501}"
FTM,"{'AVG': 22.597560975609756, 'STDEV': 6.451834376146348}"
FTA,"{'AVG': 29.634146341463413, 'STDEV': 29.634146341463413}"
FTP,"{'AVG': 0.7647317073170731, 'STDEV': 0.7647317073170731}"
OREB,"{'AVG': 13.524390243902438, 'STDEV': 4.414414127915861}"
DREB,"{'AVG': 28.646341463414632, 'STDEV': 5.160084101189241}"
REB,"{'AVG': 42.170731707317074, 'STDEV': 7.13849740050432}"
AST,"{'AVG': 24.378048780487806, 'STDEV': 4.93073065454954}"
BLK,"{'AVG': 6.378048780487805, 'STDEV': 3.434179125962422}"
TOV,"{'AVG': 15.731707317073171, 'STDEV': 4.31491464656096}"
PF,"{'AVG': 24.036585365853657, 'STDEV': 4.736110614405238}"
