,0
Team_ID,1610612738
Season,2001-02
FGM,"{'AVG': 34.78048780487805, 'STDEV': 4.28325591584138}"
FGA,"{'AVG': 82.08536585365853, 'STDEV': 6.431406772579012}"
FGP,"{'AVG': 0.42507317073170703, 'STDEV': 0.05309246080905}"
FG3M,"{'AVG': 8.524390243902438, 'STDEV': 3.027550897742622}"
FG3A,"{'AVG': 23.73170731707317, 'STDEV': 4.650896051958013}"
FG3P,"{'AVG': 0.358468433457281, 'STDEV': 0.10402512202785101}"
FTM,"{'AVG': 18.26829268292683, 'STDEV': 6.314883028716015}"
FTA,"{'AVG': 23.902439024390244, 'STDEV': 23.902439024390244}"
FTP,"{'AVG': 0.761024390243902, 'STDEV': 0.761024390243902}"
OREB,"{'AVG': 10.865853658536585, 'STDEV': 3.848238959502241}"
DREB,"{'AVG': 31.341463414634145, 'STDEV': 4.9521650389217715}"
REB,"{'AVG': 42.207317073170735, 'STDEV': 6.554120002665082}"
AST,"{'AVG': 21, 'STDEV': 4.271640619275797}"
BLK,"{'AVG': 3.560975609756097, 'STDEV': 2.085206926260245}"
TOV,"{'AVG': 13.195121951219512, 'STDEV': 3.4370494969091663}"
PF,"{'AVG': 21.658536585365855, 'STDEV': 3.521431780199015}"
