,0
Team_ID,1610612755
Season,2001-02
FGM,"{'AVG': 34.19512195121951, 'STDEV': 4.398201159762297}"
FGA,"{'AVG': 78.48780487804878, 'STDEV': 6.160896003536796}"
FGP,"{'AVG': 0.43635365853658503, 'STDEV': 0.05044722751775001}"
FG3M,"{'AVG': 2.6097560975609753, 'STDEV': 1.668562607259636}"
FG3A,"{'AVG': 8.71951219512195, 'STDEV': 3.1161641117653582}"
FG3P,"{'AVG': 0.29934832025936703, 'STDEV': 0.17960992684677501}"
FTM,"{'AVG': 19.98780487804878, 'STDEV': 5.666653382204525}"
FTA,"{'AVG': 25.658536585365855, 'STDEV': 25.658536585365855}"
FTP,"{'AVG': 0.7793414634146341, 'STDEV': 0.7793414634146341}"
OREB,"{'AVG': 13.317073170731707, 'STDEV': 3.555132088603664}"
DREB,"{'AVG': 30.902439024390244, 'STDEV': 5.362443141596315}"
REB,"{'AVG': 44.21951219512195, 'STDEV': 6.425305661641977}"
AST,"{'AVG': 19.975609756097562, 'STDEV': 4.779006585535848}"
BLK,"{'AVG': 4.426829268292683, 'STDEV': 2.4846714655017212}"
TOV,"{'AVG': 14.341463414634147, 'STDEV': 3.507380268875452}"
PF,"{'AVG': 20.0609756097561, 'STDEV': 4.146536740180819}"
