,0
Team_ID,1610612749
Season,2001-02
FGM,"{'AVG': 37.08536585365854, 'STDEV': 4.709332000314907}"
FGA,"{'AVG': 80.20731707317073, 'STDEV': 6.273081438793027}"
FGP,"{'AVG': 0.46269512195121903, 'STDEV': 0.04946071867613901}"
FG3M,"{'AVG': 7.23170731707317, 'STDEV': 2.781325647550746}"
FG3A,"{'AVG': 19.304878048780488, 'STDEV': 4.359434283126069}"
FG3P,"{'AVG': 0.375794194324964, 'STDEV': 0.12641188934369402}"
FTM,"{'AVG': 16.109756097560975, 'STDEV': 6.382859178910488}"
FTA,"{'AVG': 21.548780487804876, 'STDEV': 21.548780487804876}"
FTP,"{'AVG': 0.7455365853658531, 'STDEV': 0.7455365853658531}"
OREB,"{'AVG': 10.25609756097561, 'STDEV': 3.660975298812121}"
DREB,"{'AVG': 31.182926829268293, 'STDEV': 5.445868405124932}"
REB,"{'AVG': 41.4390243902439, 'STDEV': 6.450375739798648}"
AST,"{'AVG': 22.524390243902438, 'STDEV': 4.573745823520941}"
BLK,"{'AVG': 4.73170731707317, 'STDEV': 2.078988242104798}"
TOV,"{'AVG': 13.560975609756097, 'STDEV': 3.566294757264753}"
PF,"{'AVG': 21.804878048780488, 'STDEV': 3.7398059776379293}"
