,0
Team_ID,1610612754
Season,2015-16
FGM,"{'AVG': 38.31707317073171, 'STDEV': 4.115247315012276}"
FGA,"{'AVG': 85.1829268292683, 'STDEV': 6.299378861757932}"
FGP,"{'AVG': 0.450731707317073, 'STDEV': 0.04598014836821}"
FG3M,"{'AVG': 8.085365853658537, 'STDEV': 3.22490776789232}"
FG3A,"{'AVG': 23.036585365853657, 'STDEV': 5.226818596505033}"
FG3P,"{'AVG': 0.34890764597044105, 'STDEV': 0.10713737967917801}"
FTM,"{'AVG': 17.4390243902439, 'STDEV': 5.613250551372546}"
FTA,"{'AVG': 22.829268292682926, 'STDEV': 22.829268292682926}"
FTP,"{'AVG': 0.7633292682926821, 'STDEV': 0.7633292682926821}"
OREB,"{'AVG': 10.329268292682928, 'STDEV': 3.638120794419105}"
DREB,"{'AVG': 33.890243902439025, 'STDEV': 5.135223551845771}"
REB,"{'AVG': 44.21951219512195, 'STDEV': 5.754277829524363}"
AST,"{'AVG': 21.23170731707317, 'STDEV': 4.869402530054266}"
BLK,"{'AVG': 4.768292682926829, 'STDEV': 2.127415289621117}"
TOV,"{'AVG': 14.341463414634147, 'STDEV': 3.500333360474035}"
PF,"{'AVG': 20.01219512195122, 'STDEV': 4.965296610535286}"
