,0
Team_ID,1610612743
Season,2015-16
FGM,"{'AVG': 37.71951219512195, 'STDEV': 5.06567824238818}"
FGA,"{'AVG': 85.40243902439025, 'STDEV': 7.862804695617287}"
FGP,"{'AVG': 0.44235365853658504, 'STDEV': 0.050748075911034}"
FG3M,"{'AVG': 8, 'STDEV': 2.694301256218253}"
FG3A,"{'AVG': 23.695121951219512, 'STDEV': 4.52888950057308}"
FG3P,"{'AVG': 0.336878974617612, 'STDEV': 0.08540149036134301}"
FTM,"{'AVG': 18.451219512195124, 'STDEV': 6.494351656070142}"
FTA,"{'AVG': 24.073170731707318, 'STDEV': 24.073170731707318}"
FTP,"{'AVG': 0.7698292682926821, 'STDEV': 0.7698292682926821}"
OREB,"{'AVG': 11.475609756097562, 'STDEV': 3.8657266090865683}"
DREB,"{'AVG': 33.146341463414636, 'STDEV': 5.028614298045384}"
REB,"{'AVG': 44.6219512195122, 'STDEV': 5.554756040030718}"
AST,"{'AVG': 22.658536585365855, 'STDEV': 4.149132029402104}"
BLK,"{'AVG': 4.8170731707317085, 'STDEV': 2.211798043939034}"
TOV,"{'AVG': 14.170731707317072, 'STDEV': 3.993219184817505}"
PF,"{'AVG': 21.01219512195122, 'STDEV': 4.083976222827196}"
