,0
Team_ID,1610612747
Season,2015-16
FGM,"{'AVG': 35.1219512195122, 'STDEV': 4.686176793065184}"
FGA,"{'AVG': 84.82926829268293, 'STDEV': 5.834772051253875}"
FGP,"{'AVG': 0.415317073170731, 'STDEV': 0.057707195787431005}"
FG3M,"{'AVG': 7.7926829268292686, 'STDEV': 2.547028309003534}"
FG3A,"{'AVG': 24.585365853658537, 'STDEV': 4.993702749308299}"
FG3P,"{'AVG': 0.317867481884723, 'STDEV': 0.08340350331081}"
FTM,"{'AVG': 19.304878048780488, 'STDEV': 5.727751426580712}"
FTA,"{'AVG': 24.73170731707317, 'STDEV': 24.73170731707317}"
FTP,"{'AVG': 0.778463414634146, 'STDEV': 0.778463414634146}"
OREB,"{'AVG': 10.707317073170731, 'STDEV': 3.736664535229341}"
DREB,"{'AVG': 32.25609756097561, 'STDEV': 4.842739189194673}"
REB,"{'AVG': 42.96341463414634, 'STDEV': 5.934717112775645}"
AST,"{'AVG': 18.024390243902438, 'STDEV': 3.6917512648315203}"
BLK,"{'AVG': 4.109756097560975, 'STDEV': 1.93732727664022}"
TOV,"{'AVG': 13.012195121951219, 'STDEV': 3.557270081198951}"
PF,"{'AVG': 20.26829268292683, 'STDEV': 3.8651618415568683}"
