,0
Team_ID,1610612740
Season,2015-16
FGM,"{'AVG': 38.451219512195124, 'STDEV': 4.4890881117078}"
FGA,"{'AVG': 85.85365853658537, 'STDEV': 6.995804653230448}"
FGP,"{'AVG': 0.448926829268292, 'STDEV': 0.048627274896876}"
FG3M,"{'AVG': 8.560975609756097, 'STDEV': 3.154841707111251}"
FG3A,"{'AVG': 23.79268292682927, 'STDEV': 5.353521524476972}"
FG3P,"{'AVG': 0.357621325485632, 'STDEV': 0.09816139366954901}"
FTM,"{'AVG': 17.25609756097561, 'STDEV': 6.599309682585039}"
FTA,"{'AVG': 22.23170731707317, 'STDEV': 22.23170731707317}"
FTP,"{'AVG': 0.779256097560975, 'STDEV': 0.779256097560975}"
OREB,"{'AVG': 9.536585365853659, 'STDEV': 3.304299936880673}"
DREB,"{'AVG': 33.073170731707314, 'STDEV': 5.417804411120568}"
REB,"{'AVG': 42.609756097560975, 'STDEV': 6.316265691487034}"
AST,"{'AVG': 22.170731707317074, 'STDEV': 4.165718049196559}"
BLK,"{'AVG': 4.170731707317073, 'STDEV': 2.4078312461313462}"
TOV,"{'AVG': 13.036585365853659, 'STDEV': 4.146827202892278}"
PF,"{'AVG': 20.890243902439025, 'STDEV': 4.326222363653673}"
