,0
Team_ID,1610612749
Season,2015-16
FGM,"{'AVG': 38.353658536585364, 'STDEV': 5.095076178496187}"
FGA,"{'AVG': 82.1951219512195, 'STDEV': 7.526806455399465}"
FGP,"{'AVG': 0.46745121951219504, 'STDEV': 0.05331554157844601}"
FG3M,"{'AVG': 5.365853658536586, 'STDEV': 2.526463370703198}"
FG3A,"{'AVG': 15.573170731707316, 'STDEV': 4.776564413898387}"
FG3P,"{'AVG': 0.344808562750239, 'STDEV': 0.11996098970218301}"
FTM,"{'AVG': 16.975609756097562, 'STDEV': 5.743435565299149}"
FTA,"{'AVG': 22.71951219512195, 'STDEV': 22.71951219512195}"
FTP,"{'AVG': 0.747, 'STDEV': 0.747}"
OREB,"{'AVG': 10.463414634146341, 'STDEV': 3.8238856908350862}"
DREB,"{'AVG': 31.20731707317073, 'STDEV': 5.431362525727568}"
REB,"{'AVG': 41.670731707317074, 'STDEV': 6.727600929960798}"
AST,"{'AVG': 23.109756097560975, 'STDEV': 4.698321469539436}"
BLK,"{'AVG': 5.7926829268292686, 'STDEV': 3.033711026050677}"
TOV,"{'AVG': 14.634146341463415, 'STDEV': 3.763083169594149}"
PF,"{'AVG': 20.670731707317074, 'STDEV': 4.419527034772047}"
