,0
Team_ID,1610612745
Season,2015-16
FGM,"{'AVG': 37.73170731707317, 'STDEV': 5.077300683854245}"
FGA,"{'AVG': 83.5, 'STDEV': 7.201251605891716}"
FGP,"{'AVG': 0.4525, 'STDEV': 0.052366054880081}"
FG3M,"{'AVG': 10.707317073170731, 'STDEV': 3.622589636710347}"
FG3A,"{'AVG': 30.890243902439025, 'STDEV': 6.303058433712123}"
FG3P,"{'AVG': 0.348040205711022, 'STDEV': 0.09793723973573301}"
FTM,"{'AVG': 20.378048780487806, 'STDEV': 6.500978547239266}"
FTA,"{'AVG': 29.353658536585368, 'STDEV': 29.353658536585368}"
FTP,"{'AVG': 0.699560975609756, 'STDEV': 0.699560975609756}"
OREB,"{'AVG': 11.341463414634147, 'STDEV': 4.028354785321516}"
DREB,"{'AVG': 31.71951219512195, 'STDEV': 5.242924427190626}"
REB,"{'AVG': 43.0609756097561, 'STDEV': 6.424005060065212}"
AST,"{'AVG': 22.20731707317073, 'STDEV': 4.418641221450598}"
BLK,"{'AVG': 5.2439024390243905, 'STDEV': 2.565492639668161}"
TOV,"{'AVG': 15.24390243902439, 'STDEV': 3.885906715646945}"
PF,"{'AVG': 21.829268292682926, 'STDEV': 4.460539960805776}"
