,0
Team_ID,1610612744
Season,2015-16
FGM,"{'AVG': 42.548780487804876, 'STDEV': 4.629887978338164}"
FGA,"{'AVG': 87.3048780487805, 'STDEV': 6.278886872313807}"
FGP,"{'AVG': 0.48847560975609705, 'STDEV': 0.052099436173759006}"
FG3M,"{'AVG': 13.134146341463415, 'STDEV': 4.008516227819236}"
FG3A,"{'AVG': 31.609756097560975, 'STDEV': 5.989200357930222}"
FG3P,"{'AVG': 0.41426689795321303, 'STDEV': 0.093970844623461}"
FTM,"{'AVG': 16.658536585365855, 'STDEV': 6.020991084069752}"
FTA,"{'AVG': 21.829268292682926, 'STDEV': 21.829268292682926}"
FTP,"{'AVG': 0.7678414634146341, 'STDEV': 0.7678414634146341}"
OREB,"{'AVG': 9.951219512195122, 'STDEV': 3.582889512650577}"
DREB,"{'AVG': 36.24390243902439, 'STDEV': 5.250657749766134}"
REB,"{'AVG': 46.19512195121951, 'STDEV': 6.504393623136393}"
AST,"{'AVG': 28.9390243902439, 'STDEV': 5.065856565294611}"
BLK,"{'AVG': 6.073170731707317, 'STDEV': 2.571354486728102}"
TOV,"{'AVG': 14.865853658536585, 'STDEV': 4.3140946008674135}"
PF,"{'AVG': 20.74390243902439, 'STDEV': 3.974644873055649}"
