,0
Team_ID,1610612742
Season,2015-16
FGM,"{'AVG': 37.36585365853659, 'STDEV': 4.707525352165694}"
FGA,"{'AVG': 84.14634146341463, 'STDEV': 6.836940242678977}"
FGP,"{'AVG': 0.44479268292682905, 'STDEV': 0.049224288345118}"
FG3M,"{'AVG': 9.829268292682928, 'STDEV': 3.373114024670182}"
FG3A,"{'AVG': 28.5609756097561, 'STDEV': 5.665789825353283}"
FG3P,"{'AVG': 0.343006374225915, 'STDEV': 0.09150599363436801}"
FTM,"{'AVG': 17.73170731707317, 'STDEV': 5.9088733869835615}"
FTA,"{'AVG': 22.329268292682926, 'STDEV': 22.329268292682926}"
FTP,"{'AVG': 0.7929878048780481, 'STDEV': 0.7929878048780481}"
OREB,"{'AVG': 9.158536585365853, 'STDEV': 3.3498461810830342}"
DREB,"{'AVG': 33.91463414634146, 'STDEV': 5.087387501743278}"
REB,"{'AVG': 43.073170731707314, 'STDEV': 5.597134381014341}"
AST,"{'AVG': 22.109756097560975, 'STDEV': 4.0429975970073}"
BLK,"{'AVG': 3.731707317073171, 'STDEV': 2.024838237634744}"
TOV,"{'AVG': 12.329268292682928, 'STDEV': 3.688670937499721}"
PF,"{'AVG': 19.451219512195124, 'STDEV': 4.052593862324216}"
