,0
Team_ID,1610612762
Season,2015-16
FGM,"{'AVG': 36.0609756097561, 'STDEV': 4.176204080012888}"
FGA,"{'AVG': 80.40243902439025, 'STDEV': 7.443382604367554}"
FGP,"{'AVG': 0.450195121951219, 'STDEV': 0.049955397148916}"
FG3M,"{'AVG': 8.463414634146341, 'STDEV': 2.986368710134369}"
FG3A,"{'AVG': 23.853658536585368, 'STDEV': 6.517065823182367}"
FG3P,"{'AVG': 0.356078731303665, 'STDEV': 0.090738557767311}"
FTM,"{'AVG': 17.097560975609756, 'STDEV': 5.772668159648644}"
FTA,"{'AVG': 22.98780487804878, 'STDEV': 22.98780487804878}"
FTP,"{'AVG': 0.7450487804878041, 'STDEV': 0.7450487804878041}"
OREB,"{'AVG': 10.731707317073171, 'STDEV': 3.631306877926209}"
DREB,"{'AVG': 32.5, 'STDEV': 5.280408700979756}"
REB,"{'AVG': 43.23170731707317, 'STDEV': 5.948957332623752}"
AST,"{'AVG': 18.951219512195124, 'STDEV': 4.348697659522395}"
BLK,"{'AVG': 5.182926829268292, 'STDEV': 2.548919155010114}"
TOV,"{'AVG': 14.170731707317072, 'STDEV': 3.912010244024497}"
PF,"{'AVG': 20.182926829268293, 'STDEV': 4.480762856072359}"
