,0
Team_ID,1610612738
Season,2015-16
FGM,"{'AVG': 39.21951219512195, 'STDEV': 4.637539764546572}"
FGA,"{'AVG': 89.2439024390244, 'STDEV': 6.60818978520426}"
FGP,"{'AVG': 0.44013414634146303, 'STDEV': 0.047434883812956005}"
FG3M,"{'AVG': 8.74390243902439, 'STDEV': 2.752377089841676}"
FG3A,"{'AVG': 26.121951219512194, 'STDEV': 5.371139713762022}"
FG3P,"{'AVG': 0.335302792696803, 'STDEV': 0.08221800484807801}"
FTM,"{'AVG': 18.536585365853657, 'STDEV': 5.280280393675375}"
FTA,"{'AVG': 23.524390243902438, 'STDEV': 23.524390243902438}"
FTP,"{'AVG': 0.788695121951219, 'STDEV': 0.788695121951219}"
OREB,"{'AVG': 11.585365853658537, 'STDEV': 3.572705927203696}"
DREB,"{'AVG': 33.329268292682926, 'STDEV': 4.529886701902008}"
REB,"{'AVG': 44.91463414634146, 'STDEV': 5.724543692014464}"
AST,"{'AVG': 24.158536585365855, 'STDEV': 5.40568861819811}"
BLK,"{'AVG': 4.2439024390243905, 'STDEV': 2.328359649416518}"
TOV,"{'AVG': 13.463414634146341, 'STDEV': 3.685792281116271}"
PF,"{'AVG': 21.902439024390244, 'STDEV': 4.783226237277181}"
