,0
Team_ID,1610612744
Season,2000-01
FGM,"{'AVG': 35.81707317073171, 'STDEV': 4.690752785884548}"
FGA,"{'AVG': 87.5, 'STDEV': 7.910377618930343}"
FGP,"{'AVG': 0.41123170731707304, 'STDEV': 0.055699213989287004}"
FG3M,"{'AVG': 3.439024390243902, 'STDEV': 2.239364774213965}"
FG3A,"{'AVG': 11.75609756097561, 'STDEV': 4.129272125527772}"
FG3P,"{'AVG': 0.278086602896268, 'STDEV': 0.13119967034132302}"
FTM,"{'AVG': 17.414634146341463, 'STDEV': 5.811761636654481}"
FTA,"{'AVG': 24.682926829268293, 'STDEV': 24.682926829268293}"
FTP,"{'AVG': 0.708756097560975, 'STDEV': 0.708756097560975}"
OREB,"{'AVG': 16.402439024390244, 'STDEV': 4.948774024754811}"
DREB,"{'AVG': 29.085365853658537, 'STDEV': 5.598062318012412}"
REB,"{'AVG': 45.48780487804878, 'STDEV': 6.626255115096783}"
AST,"{'AVG': 21.804878048780488, 'STDEV': 4.603914127520872}"
BLK,"{'AVG': 5, 'STDEV': 3.022549001941209}"
TOV,"{'AVG': 15.28048780487805, 'STDEV': 4.128415204989405}"
PF,"{'AVG': 21.0609756097561, 'STDEV': 4.056233005749132}"
