,0
Team_ID,1610612757
Season,2000-01
FGM,"{'AVG': 36.63414634146341, 'STDEV': 4.801008626337973}"
FGA,"{'AVG': 78.2560975609756, 'STDEV': 7.072483587052696}"
FGP,"{'AVG': 0.46936585365853606, 'STDEV': 0.056265576651527004}"
FG3M,"{'AVG': 4.5, 'STDEV': 2.155956434659139}"
FG3A,"{'AVG': 12.890243902439025, 'STDEV': 3.9690347663902132}"
FG3P,"{'AVG': 0.34690029272119804, 'STDEV': 0.14249513637441702}"
FTM,"{'AVG': 17.646341463414632, 'STDEV': 6.393229349209435}"
FTA,"{'AVG': 23.158536585365855, 'STDEV': 23.158536585365855}"
FTP,"{'AVG': 0.7572195121951221, 'STDEV': 0.7572195121951221}"
OREB,"{'AVG': 11.707317073170731, 'STDEV': 3.415606176441366}"
DREB,"{'AVG': 30.25609756097561, 'STDEV': 4.55097595179552}"
REB,"{'AVG': 41.96341463414634, 'STDEV': 5.44885336663974}"
AST,"{'AVG': 23.9390243902439, 'STDEV': 4.844106922430695}"
BLK,"{'AVG': 5.109756097560975, 'STDEV': 2.8109402563843933}"
TOV,"{'AVG': 14.768292682926829, 'STDEV': 4.0591271350457}"
PF,"{'AVG': 21.28048780487805, 'STDEV': 4.683236166762958}"
