,0
Team_ID,1610612763
Season,2000-01
FGM,"{'AVG': 35, 'STDEV': 4.827902440533429}"
FGA,"{'AVG': 79.7439024390244, 'STDEV': 7.258559826563149}"
FGP,"{'AVG': 0.44051219512195106, 'STDEV': 0.060280055031727}"
FG3M,"{'AVG': 3.963414634146341, 'STDEV': 2.145596247679139}"
FG3A,"{'AVG': 11.548780487804878, 'STDEV': 3.56302146376071}"
FG3P,"{'AVG': 0.339866499389926, 'STDEV': 0.15373219236246302}"
FTM,"{'AVG': 17.76829268292683, 'STDEV': 6.404664157862419}"
FTA,"{'AVG': 23.073170731707318, 'STDEV': 23.073170731707318}"
FTP,"{'AVG': 0.76720731707317, 'STDEV': 0.76720731707317}"
OREB,"{'AVG': 10.902439024390244, 'STDEV': 4.014202428653964}"
DREB,"{'AVG': 29.646341463414632, 'STDEV': 5.327246413589207}"
REB,"{'AVG': 40.548780487804876, 'STDEV': 6.192692705025322}"
AST,"{'AVG': 23.158536585365855, 'STDEV': 4.609355789580718}"
BLK,"{'AVG': 4.378048780487805, 'STDEV': 2.447675863629324}"
TOV,"{'AVG': 15.085365853658537, 'STDEV': 4.205232541572009}"
PF,"{'AVG': 21.134146341463413, 'STDEV': 3.835384942522996}"
