,0
Team_ID,1610612745
Season,2000-01
FGM,"{'AVG': 35.890243902439025, 'STDEV': 4.178150389887602}"
FGA,"{'AVG': 79.1951219512195, 'STDEV': 7.575853493685302}"
FGP,"{'AVG': 0.45519512195121903, 'STDEV': 0.053038406541896004}"
FG3M,"{'AVG': 6.146341463414634, 'STDEV': 2.936033905090302}"
FG3A,"{'AVG': 17.21951219512195, 'STDEV': 5.008694638459299}"
FG3P,"{'AVG': 0.351687779085238, 'STDEV': 0.12754501811937202}"
FTM,"{'AVG': 19.29268292682927, 'STDEV': 6.288315256284545}"
FTA,"{'AVG': 25.4390243902439, 'STDEV': 25.4390243902439}"
FTP,"{'AVG': 0.7615243902439021, 'STDEV': 0.7615243902439021}"
OREB,"{'AVG': 11.207317073170731, 'STDEV': 3.763823262660511}"
DREB,"{'AVG': 30.78048780487805, 'STDEV': 5.094233947532752}"
REB,"{'AVG': 41.98780487804878, 'STDEV': 6.424286293527903}"
AST,"{'AVG': 19.670731707317074, 'STDEV': 4.213601954777316}"
BLK,"{'AVG': 4.365853658536586, 'STDEV': 2.612941179580859}"
TOV,"{'AVG': 13.853658536585366, 'STDEV': 3.432315387460817}"
PF,"{'AVG': 20.20731707317073, 'STDEV': 4.504422531542514}"
