,0
Team_ID,1610612762
Season,2000-01
FGM,"{'AVG': 36.09756097560975, 'STDEV': 4.376169349470884}"
FGA,"{'AVG': 76.6951219512195, 'STDEV': 5.964274348440287}"
FGP,"{'AVG': 0.47274390243902403, 'STDEV': 0.06203280911586301}"
FG3M,"{'AVG': 3.963414634146341, 'STDEV': 2.219137425301955}"
FG3A,"{'AVG': 10.390243902439025, 'STDEV': 3.799792384065134}"
FG3P,"{'AVG': 0.370042048353703, 'STDEV': 0.162658009575145}"
FTM,"{'AVG': 20.902439024390244, 'STDEV': 6.483806525810075}"
FTA,"{'AVG': 27.804878048780488, 'STDEV': 27.804878048780488}"
FTP,"{'AVG': 0.7534024390243901, 'STDEV': 0.7534024390243901}"
OREB,"{'AVG': 11.5, 'STDEV': 3.418360013981146}"
DREB,"{'AVG': 29.0609756097561, 'STDEV': 4.764445379808184}"
REB,"{'AVG': 40.5609756097561, 'STDEV': 5.933994055961625}"
AST,"{'AVG': 25.73170731707317, 'STDEV': 4.483298996117455}"
BLK,"{'AVG': 5.646341463414634, 'STDEV': 3.190928311150461}"
TOV,"{'AVG': 15.24390243902439, 'STDEV': 4.144194140817259}"
PF,"{'AVG': 25.695121951219512, 'STDEV': 3.8222513706583783}"
