,0
Team_ID,1610612747
Season,2000-01
FGM,"{'AVG': 37.91463414634146, 'STDEV': 5.296635828435494}"
FGA,"{'AVG': 81.52439024390245, 'STDEV': 8.038834154395708}"
FGP,"{'AVG': 0.46569512195121904, 'STDEV': 0.052347294439828}"
FG3M,"{'AVG': 5.353658536585366, 'STDEV': 2.410737048400585}"
FG3A,"{'AVG': 15.548780487804878, 'STDEV': 4.551902163848011}"
FG3P,"{'AVG': 0.347792842746431, 'STDEV': 0.127579345348759}"
FTM,"{'AVG': 19.4390243902439, 'STDEV': 6.267883177777165}"
FTA,"{'AVG': 28.451219512195124, 'STDEV': 28.451219512195124}"
FTP,"{'AVG': 0.683256097560975, 'STDEV': 0.683256097560975}"
OREB,"{'AVG': 13.231707317073171, 'STDEV': 3.765662863582987}"
DREB,"{'AVG': 31.5, 'STDEV': 4.902128537434618}"
REB,"{'AVG': 44.73170731707317, 'STDEV': 5.935972738963984}"
AST,"{'AVG': 23.024390243902438, 'STDEV': 4.964007763934044}"
BLK,"{'AVG': 5.975609756097561, 'STDEV': 2.666553746480015}"
TOV,"{'AVG': 13.865853658536585, 'STDEV': 3.930765624922563}"
PF,"{'AVG': 22.829268292682926, 'STDEV': 3.97462593332334}"
