,0
Team_ID,1610612750
Season,2000-01
FGM,"{'AVG': 38.390243902439025, 'STDEV': 4.736921169071678}"
FGA,"{'AVG': 83.79268292682927, 'STDEV': 6.589812198523086}"
FGP,"{'AVG': 0.458792682926829, 'STDEV': 0.049091936378639005}"
FG3M,"{'AVG': 3.926829268292683, 'STDEV': 2.035369277047191}"
FG3A,"{'AVG': 10.987804878048781, 'STDEV': 3.80218878626452}"
FG3P,"{'AVG': 0.35556678296993904, 'STDEV': 0.134111088057485}"
FTM,"{'AVG': 16.634146341463413, 'STDEV': 6.107094023381214}"
FTA,"{'AVG': 21.182926829268293, 'STDEV': 21.182926829268293}"
FTP,"{'AVG': 0.784, 'STDEV': 0.784}"
OREB,"{'AVG': 12.21951219512195, 'STDEV': 3.959749306954105}"
DREB,"{'AVG': 30.121951219512194, 'STDEV': 5.677310795978523}"
REB,"{'AVG': 42.34146341463415, 'STDEV': 6.07610074810434}"
AST,"{'AVG': 25.402439024390244, 'STDEV': 4.845412125823311}"
BLK,"{'AVG': 5.560975609756097, 'STDEV': 2.71301190641251}"
TOV,"{'AVG': 13.475609756097562, 'STDEV': 3.84972537021493}"
PF,"{'AVG': 23.170731707317074, 'STDEV': 4.6342921417974345}"
