,0
Team_ID,1610612753
Season,2000-01
FGM,"{'AVG': 36.74390243902439, 'STDEV': 4.7708243344175365}"
FGA,"{'AVG': 83.8170731707317, 'STDEV': 6.990519238879745}"
FGP,"{'AVG': 0.439670731707317, 'STDEV': 0.054977224213068006}"
FG3M,"{'AVG': 5.975609756097561, 'STDEV': 2.335848431558068}"
FG3A,"{'AVG': 16.414634146341463, 'STDEV': 4.079310095120616}"
FG3P,"{'AVG': 0.364879140772126, 'STDEV': 0.11722509283757501}"
FTM,"{'AVG': 18, 'STDEV': 5.040576098761669}"
FTA,"{'AVG': 25.21951219512195, 'STDEV': 25.21951219512195}"
FTP,"{'AVG': 0.7180487804878041, 'STDEV': 0.7180487804878041}"
OREB,"{'AVG': 13.036585365853659, 'STDEV': 4.101927044728736}"
DREB,"{'AVG': 29.878048780487806, 'STDEV': 4.774909329893312}"
REB,"{'AVG': 42.91463414634146, 'STDEV': 6.039379453676205}"
AST,"{'AVG': 21.98780487804878, 'STDEV': 5.017239175992282}"
BLK,"{'AVG': 5.865853658536586, 'STDEV': 2.618840546020371}"
TOV,"{'AVG': 14.829268292682928, 'STDEV': 4.096987384754081}"
PF,"{'AVG': 25.25609756097561, 'STDEV': 4.5210371791823984}"
