,0
Team_ID,1610612751
Season,2000-01
FGM,"{'AVG': 33.91463414634146, 'STDEV': 5.814416352379629}"
FGA,"{'AVG': 79.8780487804878, 'STDEV': 5.500595352519488}"
FGP,"{'AVG': 0.42419512195121906, 'STDEV': 0.06302232389593501}"
FG3M,"{'AVG': 4.402439024390244, 'STDEV': 2.633402512441341}"
FG3A,"{'AVG': 13.21951219512195, 'STDEV': 4.416647491904994}"
FG3P,"{'AVG': 0.32501167002554504, 'STDEV': 0.144488346933095}"
FTM,"{'AVG': 19.865853658536587, 'STDEV': 5.088748651929796}"
FTA,"{'AVG': 26.170731707317074, 'STDEV': 26.170731707317074}"
FTP,"{'AVG': 0.7611707317073171, 'STDEV': 0.7611707317073171}"
OREB,"{'AVG': 11.085365853658537, 'STDEV': 3.326664512402609}"
DREB,"{'AVG': 28.5, 'STDEV': 4.3411610212414}"
REB,"{'AVG': 39.58536585365854, 'STDEV': 5.46809199917231}"
AST,"{'AVG': 19.548780487804876, 'STDEV': 4.4142094884599254}"
BLK,"{'AVG': 4.963414634146342, 'STDEV': 2.631457944253677}"
TOV,"{'AVG': 13.890243902439025, 'STDEV': 4.172236566215838}"
PF,"{'AVG': 24.170731707317074, 'STDEV': 4.198191492020533}"
