,0
Team_ID,1610612739
Season,2000-01
FGM,"{'AVG': 35.24390243902439, 'STDEV': 4.252990162661757}"
FGA,"{'AVG': 79.65853658536585, 'STDEV': 6.558793008870831}"
FGP,"{'AVG': 0.443475609756097, 'STDEV': 0.048904599902247006}"
FG3M,"{'AVG': 2.6829268292682933, 'STDEV': 1.824917037048755}"
FG3A,"{'AVG': 8.036585365853659, 'STDEV': 2.81725337720769}"
FG3P,"{'AVG': 0.317568661013782, 'STDEV': 0.176893664950655}"
FTM,"{'AVG': 19.036585365853657, 'STDEV': 5.819178852494058}"
FTA,"{'AVG': 24.878048780487806, 'STDEV': 24.878048780487806}"
FTP,"{'AVG': 0.7664024390243901, 'STDEV': 0.7664024390243901}"
OREB,"{'AVG': 12.378048780487806, 'STDEV': 3.554306182932968}"
DREB,"{'AVG': 29.75609756097561, 'STDEV': 5.419582635312579}"
REB,"{'AVG': 42.13414634146341, 'STDEV': 6.417110990142002}"
AST,"{'AVG': 20.829268292682926, 'STDEV': 4.888396131856051}"
BLK,"{'AVG': 5.3170731707317085, 'STDEV': 2.656824656208837}"
TOV,"{'AVG': 15.817073170731707, 'STDEV': 3.9631887921202233}"
PF,"{'AVG': 23.21951219512195, 'STDEV': 4.192952318095777}"
