,0
Team_ID,1610612765
Season,2000-01
FGM,"{'AVG': 35.59756097560975, 'STDEV': 4.502015340474275}"
FGA,"{'AVG': 83.90243902439025, 'STDEV': 7.22070027741327}"
FGP,"{'AVG': 0.42630487804878003, 'STDEV': 0.057350059796193}"
FG3M,"{'AVG': 4.7439024390243905, 'STDEV': 1.923287923013294}"
FG3A,"{'AVG': 13.560975609756097, 'STDEV': 3.765003110111711}"
FG3P,"{'AVG': 0.354972591394191, 'STDEV': 0.122624902822624}"
FTM,"{'AVG': 19.634146341463413, 'STDEV': 6.325555058106332}"
FTA,"{'AVG': 27.23170731707317, 'STDEV': 27.23170731707317}"
FTP,"{'AVG': 0.7175365853658531, 'STDEV': 0.7175365853658531}"
OREB,"{'AVG': 13.512195121951219, 'STDEV': 4.403264508501365}"
DREB,"{'AVG': 32.02439024390244, 'STDEV': 5.537694866857704}"
REB,"{'AVG': 45.53658536585366, 'STDEV': 6.764458902655047}"
AST,"{'AVG': 19.865853658536587, 'STDEV': 3.930765624922563}"
BLK,"{'AVG': 5.451219512195122, 'STDEV': 2.73591765373332}"
TOV,"{'AVG': 15.426829268292684, 'STDEV': 4.438970205915933}"
PF,"{'AVG': 23.841463414634145, 'STDEV': 4.270107155087438}"
