,0
Team_ID,1610612752
Season,2009-10
FGM,"{'AVG': 38.13414634146341, 'STDEV': 5.14424572479632}"
FGA,"{'AVG': 83.85365853658537, 'STDEV': 6.740557091713906}"
FGP,"{'AVG': 0.45520731707317, 'STDEV': 0.05281314319322}"
FG3M,"{'AVG': 9.060975609756097, 'STDEV': 3.3750996728788483}"
FG3A,"{'AVG': 26.158536585365855, 'STDEV': 6.187341741974361}"
FG3P,"{'AVG': 0.345884608773105, 'STDEV': 0.10981748183103601}"
FTM,"{'AVG': 16.78048780487805, 'STDEV': 4.959152631330991}"
FTA,"{'AVG': 21.451219512195124, 'STDEV': 21.451219512195124}"
FTP,"{'AVG': 0.7848048780487801, 'STDEV': 0.7848048780487801}"
OREB,"{'AVG': 10.195121951219512, 'STDEV': 3.837562962495486}"
DREB,"{'AVG': 30.20731707317073, 'STDEV': 4.407451056087143}"
REB,"{'AVG': 40.40243902439025, 'STDEV': 5.189875604726222}"
AST,"{'AVG': 21.609756097560975, 'STDEV': 4.548113426712917}"
BLK,"{'AVG': 3.719512195121951, 'STDEV': 2.086253599181163}"
TOV,"{'AVG': 13.426829268292684, 'STDEV': 3.510233673080272}"
PF,"{'AVG': 19.975609756097562, 'STDEV': 4.441598004489363}"
