,0
Team_ID,1610612737
Season,2009-10
FGM,"{'AVG': 38.792682926829265, 'STDEV': 5.000587138065281}"
FGA,"{'AVG': 82.9390243902439, 'STDEV': 6.698714748617706}"
FGP,"{'AVG': 0.468792682926829, 'STDEV': 0.058036756723516006}"
FG3M,"{'AVG': 6.390243902439025, 'STDEV': 2.402447813238142}"
FG3A,"{'AVG': 17.74390243902439, 'STDEV': 3.6440751019139332}"
FG3P,"{'AVG': 0.359216722165823, 'STDEV': 0.12662726202426}"
FTM,"{'AVG': 17.70731707317073, 'STDEV': 5.636056332635718}"
FTA,"{'AVG': 23.341463414634145, 'STDEV': 23.341463414634145}"
FTP,"{'AVG': 0.752780487804878, 'STDEV': 0.752780487804878}"
OREB,"{'AVG': 11.817073170731707, 'STDEV': 4.2546359574448225}"
DREB,"{'AVG': 29.890243902439025, 'STDEV': 4.8737292679029895}"
REB,"{'AVG': 41.707317073170735, 'STDEV': 6.732064062395628}"
AST,"{'AVG': 21.817073170731707, 'STDEV': 5.619911797516389}"
BLK,"{'AVG': 5.036585365853658, 'STDEV': 2.436578870340161}"
TOV,"{'AVG': 11.475609756097562, 'STDEV': 3.341566165501165}"
PF,"{'AVG': 19.902439024390244, 'STDEV': 3.818763797445518}"
