,0
Team_ID,1610612743
Season,2009-10
FGM,"{'AVG': 38.09756097560975, 'STDEV': 5.673437689116313}"
FGA,"{'AVG': 81.4390243902439, 'STDEV': 7.346952943564654}"
FGP,"{'AVG': 0.46785365853658506, 'STDEV': 0.056021407273198}"
FG3M,"{'AVG': 6.634146341463414, 'STDEV': 3.036860769996622}"
FG3A,"{'AVG': 18.5, 'STDEV': 4.632813719864307}"
FG3P,"{'AVG': 0.35631245306777104, 'STDEV': 0.134893416899784}"
FTM,"{'AVG': 23.621951219512194, 'STDEV': 6.21157868226638}"
FTA,"{'AVG': 30.585365853658537, 'STDEV': 30.585365853658537}"
FTP,"{'AVG': 0.771, 'STDEV': 0.771}"
OREB,"{'AVG': 10.841463414634147, 'STDEV': 3.926703490348376}"
DREB,"{'AVG': 30.548780487804876, 'STDEV': 4.8026547160492274}"
REB,"{'AVG': 41.390243902439025, 'STDEV': 6.561684700792677}"
AST,"{'AVG': 20.963414634146343, 'STDEV': 5.9823714731902085}"
BLK,"{'AVG': 5.085365853658536, 'STDEV': 2.404734114365856}"
TOV,"{'AVG': 13.512195121951219, 'STDEV': 4.003837364388036}"
PF,"{'AVG': 22.48780487804878, 'STDEV': 3.689303532382499}"
