,0
Team_ID,1610612764
Season,2009-10
FGM,"{'AVG': 36.68292682926829, 'STDEV': 4.830147222612455}"
FGA,"{'AVG': 81.70731707317073, 'STDEV': 7.017593067863415}"
FGP,"{'AVG': 0.450195121951219, 'STDEV': 0.055918246988628004}"
FG3M,"{'AVG': 5.268292682926829, 'STDEV': 2.5045577243818142}"
FG3A,"{'AVG': 14.939024390243903, 'STDEV': 4.425926870844618}"
FG3P,"{'AVG': 0.348721228566006, 'STDEV': 0.132433397221304}"
FTM,"{'AVG': 17.609756097560975, 'STDEV': 5.872631852759781}"
FTA,"{'AVG': 23.109756097560975, 'STDEV': 23.109756097560975}"
FTP,"{'AVG': 0.7581951219512191, 'STDEV': 0.7581951219512191}"
OREB,"{'AVG': 11.78048780487805, 'STDEV': 4.219368597793629}"
DREB,"{'AVG': 29.975609756097562, 'STDEV': 5.232792162998471}"
REB,"{'AVG': 41.75609756097561, 'STDEV': 6.830507049865741}"
AST,"{'AVG': 18.98780487804878, 'STDEV': 4.552828187475042}"
BLK,"{'AVG': 5.134146341463414, 'STDEV': 2.468378760789122}"
TOV,"{'AVG': 14.121951219512194, 'STDEV': 3.465492122615787}"
PF,"{'AVG': 21.365853658536587, 'STDEV': 4.1648505527171}"
