,0
Team_ID,1610612740
Season,2009-10
FGM,"{'AVG': 38.75609756097561, 'STDEV': 4.376031731918704}"
FGA,"{'AVG': 83.4390243902439, 'STDEV': 6.532157038807678}"
FGP,"{'AVG': 0.46584146341463406, 'STDEV': 0.05125353815241}"
FG3M,"{'AVG': 6.963414634146342, 'STDEV': 2.830369351420801}"
FG3A,"{'AVG': 19.170731707317074, 'STDEV': 4.7966162920392446}"
FG3P,"{'AVG': 0.361540694004198, 'STDEV': 0.11701911318279501}"
FTM,"{'AVG': 15.768292682926829, 'STDEV': 5.681459516204158}"
FTA,"{'AVG': 20.25609756097561, 'STDEV': 20.25609756097561}"
FTP,"{'AVG': 0.7702926829268291, 'STDEV': 0.7702926829268291}"
OREB,"{'AVG': 10.390243902439025, 'STDEV': 4.114881446954848}"
DREB,"{'AVG': 29.878048780487806, 'STDEV': 4.5687890280441135}"
REB,"{'AVG': 40.26829268292683, 'STDEV': 6.627754550555937}"
AST,"{'AVG': 22.29268292682927, 'STDEV': 4.6916995390679155}"
BLK,"{'AVG': 3.6585365853658542, 'STDEV': 2.240036993715257}"
TOV,"{'AVG': 12.792682926829269, 'STDEV': 3.727567653882731}"
PF,"{'AVG': 19.585365853658537, 'STDEV': 3.617349208550013}"
