,0
Team_ID,1610612759
Season,2009-10
FGM,"{'AVG': 38.41463414634146, 'STDEV': 5.156683831310931}"
FGA,"{'AVG': 81.20731707317073, 'STDEV': 6.199836327744146}"
FGP,"{'AVG': 0.47414634146341406, 'STDEV': 0.059841791819582005}"
FG3M,"{'AVG': 6.7560975609756095, 'STDEV': 2.706010573691878}"
FG3A,"{'AVG': 18.865853658536587, 'STDEV': 4.980857666048177}"
FG3P,"{'AVG': 0.36528083014543705, 'STDEV': 0.13150803982005402}"
FTM,"{'AVG': 17.78048780487805, 'STDEV': 5.465999033856578}"
FTA,"{'AVG': 24.01219512195122, 'STDEV': 24.01219512195122}"
FTP,"{'AVG': 0.740951219512195, 'STDEV': 0.740951219512195}"
OREB,"{'AVG': 10.817073170731707, 'STDEV': 3.6247709124052863}"
DREB,"{'AVG': 31.963414634146343, 'STDEV': 4.940248211766011}"
REB,"{'AVG': 42.78048780487805, 'STDEV': 6.326554637894878}"
AST,"{'AVG': 22.304878048780488, 'STDEV': 4.973234594368469}"
BLK,"{'AVG': 4.646341463414634, 'STDEV': 1.841711169024994}"
TOV,"{'AVG': 12.951219512195122, 'STDEV': 3.640995790478374}"
PF,"{'AVG': 20.353658536585368, 'STDEV': 3.732976012065256}"
