,0
Team_ID,1610612747
Season,2009-10
FGM,"{'AVG': 38.34146341463415, 'STDEV': 4.9571485038042225}"
FGA,"{'AVG': 83.84146341463415, 'STDEV': 6.991122257876121}"
FGP,"{'AVG': 0.45834146341463405, 'STDEV': 0.054090965794188005}"
FG3M,"{'AVG': 6.487804878048781, 'STDEV': 2.568776922007366}"
FG3A,"{'AVG': 19.048780487804876, 'STDEV': 4.271358644186753}"
FG3P,"{'AVG': 0.338174978238707, 'STDEV': 0.10390180853847301}"
FTM,"{'AVG': 18.524390243902438, 'STDEV': 6.524835005257188}"
FTA,"{'AVG': 24.20731707317073, 'STDEV': 24.20731707317073}"
FTP,"{'AVG': 0.760487804878048, 'STDEV': 0.760487804878048}"
OREB,"{'AVG': 11.865853658536585, 'STDEV': 3.873819039866011}"
DREB,"{'AVG': 32.46341463414634, 'STDEV': 5.386758162844178}"
REB,"{'AVG': 44.329268292682926, 'STDEV': 6.148481450679721}"
AST,"{'AVG': 21.097560975609756, 'STDEV': 5.129459230991988}"
BLK,"{'AVG': 4.878048780487805, 'STDEV': 2.379906855229086}"
TOV,"{'AVG': 13, 'STDEV': 4.254264382017033}"
PF,"{'AVG': 19.414634146341463, 'STDEV': 4.127448676912655}"
