,0
Team_ID,1610612742
Season,2009-10
FGM,"{'AVG': 38.292682926829265, 'STDEV': 5.825630480112519}"
FGA,"{'AVG': 82.4390243902439, 'STDEV': 6.66869887725088}"
FGP,"{'AVG': 0.46519512195121904, 'STDEV': 0.064980422317439}"
FG3M,"{'AVG': 6.804878048780488, 'STDEV': 2.773058321435035}"
FG3A,"{'AVG': 18.26829268292683, 'STDEV': 4.411121691808763}"
FG3P,"{'AVG': 0.37091450880817906, 'STDEV': 0.11359077678614601}"
FTM,"{'AVG': 18.609756097560975, 'STDEV': 5.862111231282235}"
FTA,"{'AVG': 22.804878048780488, 'STDEV': 22.804878048780488}"
FTP,"{'AVG': 0.816536585365853, 'STDEV': 0.816536585365853}"
OREB,"{'AVG': 10.170731707317072, 'STDEV': 3.551403402130099}"
DREB,"{'AVG': 31.536585365853657, 'STDEV': 5.242737768326537}"
REB,"{'AVG': 41.707317073170735, 'STDEV': 6.015387275235314}"
AST,"{'AVG': 23.378048780487806, 'STDEV': 5.607843369500467}"
BLK,"{'AVG': 5.475609756097561, 'STDEV': 2.475687258396166}"
TOV,"{'AVG': 12.378048780487806, 'STDEV': 3.564711280890726}"
PF,"{'AVG': 19.0609756097561, 'STDEV': 3.608452221035569}"
