,0
Team_ID,1610612757
Season,2009-10
FGM,"{'AVG': 36.26829268292683, 'STDEV': 4.876369780304483}"
FGA,"{'AVG': 78.6951219512195, 'STDEV': 6.3667520343127695}"
FGP,"{'AVG': 0.462060975609756, 'STDEV': 0.059474519403654}"
FG3M,"{'AVG': 5.987804878048781, 'STDEV': 2.57956787671757}"
FG3A,"{'AVG': 16.926829268292682, 'STDEV': 4.38510522644942}"
FG3P,"{'AVG': 0.35037063711841404, 'STDEV': 0.11284125439112401}"
FTM,"{'AVG': 19.585365853658537, 'STDEV': 5.704560054908196}"
FTA,"{'AVG': 24.79268292682927, 'STDEV': 24.79268292682927}"
FTP,"{'AVG': 0.792097560975609, 'STDEV': 0.792097560975609}"
OREB,"{'AVG': 11.134146341463415, 'STDEV': 3.968276035556141}"
DREB,"{'AVG': 29.0609756097561, 'STDEV': 4.767035885663149}"
REB,"{'AVG': 40.19512195121951, 'STDEV': 6.234984975063314}"
AST,"{'AVG': 20.414634146341463, 'STDEV': 5.46809199917231}"
BLK,"{'AVG': 4.268292682926829, 'STDEV': 2.282779227104295}"
TOV,"{'AVG': 11.524390243902438, 'STDEV': 3.944759329390986}"
PF,"{'AVG': 20.914634146341463, 'STDEV': 3.719157011588019}"
