,0
Team_ID,1610612741
Season,2009-10
FGM,"{'AVG': 37.573170731707314, 'STDEV': 4.771392342290777}"
FGA,"{'AVG': 83.23170731707317, 'STDEV': 6.722541370730296}"
FGP,"{'AVG': 0.45257317073170705, 'STDEV': 0.054871799068667}"
FG3M,"{'AVG': 4.292682926829268, 'STDEV': 2.051724988658963}"
FG3A,"{'AVG': 13, 'STDEV': 4.365973934308555}"
FG3P,"{'AVG': 0.336054491417107, 'STDEV': 0.13605581271858902}"
FTM,"{'AVG': 18.036585365853657, 'STDEV': 5.366666947207767}"
FTA,"{'AVG': 23.926829268292682, 'STDEV': 23.926829268292682}"
FTP,"{'AVG': 0.75380487804878, 'STDEV': 0.75380487804878}"
OREB,"{'AVG': 11.426829268292684, 'STDEV': 3.7615024835102497}"
DREB,"{'AVG': 33.109756097560975, 'STDEV': 5.74779849978217}"
REB,"{'AVG': 44.53658536585366, 'STDEV': 6.496333480522192}"
AST,"{'AVG': 20.78048780487805, 'STDEV': 4.055249273804133}"
BLK,"{'AVG': 5.829268292682927, 'STDEV': 2.7880028607987013}"
TOV,"{'AVG': 13.670731707317072, 'STDEV': 4.024783954170418}"
PF,"{'AVG': 20.097560975609756, 'STDEV': 4.247322340503168}"
