,0
Team_ID,1610612756
Season,2010-11
FGM,"{'AVG': 39.25609756097561, 'STDEV': 4.755272513928342}"
FGA,"{'AVG': 83.46341463414635, 'STDEV': 8.174327656802781}"
FGP,"{'AVG': 0.471317073170731, 'STDEV': 0.045386917691122006}"
FG3M,"{'AVG': 8.548780487804878, 'STDEV': 3.9632647691306033}"
FG3A,"{'AVG': 22.646341463414632, 'STDEV': 6.157143700501876}"
FG3P,"{'AVG': 0.36929852178913003, 'STDEV': 0.11486015261179701}"
FTM,"{'AVG': 17.951219512195124, 'STDEV': 5.919005670216832}"
FTA,"{'AVG': 23.646341463414632, 'STDEV': 23.646341463414632}"
FTP,"{'AVG': 0.763719512195121, 'STDEV': 0.763719512195121}"
OREB,"{'AVG': 10.012195121951219, 'STDEV': 3.455158613996924}"
DREB,"{'AVG': 30.21951219512195, 'STDEV': 5.001294623120783}"
REB,"{'AVG': 40.23170731707317, 'STDEV': 5.83581699610642}"
AST,"{'AVG': 23.71951219512195, 'STDEV': 4.917277150407887}"
BLK,"{'AVG': 4.353658536585366, 'STDEV': 2.358970015978213}"
TOV,"{'AVG': 13.609756097560975, 'STDEV': 3.873799607177338}"
PF,"{'AVG': 20.317073170731707, 'STDEV': 4.545729372217856}"
