,0
Team_ID,1610612751
Season,2010-11
FGM,"{'AVG': 35.58536585365854, 'STDEV': 4.227923692947583}"
FGA,"{'AVG': 80.95121951219512, 'STDEV': 7.514434568847554}"
FGP,"{'AVG': 0.441646341463414, 'STDEV': 0.052923278257413005}"
FG3M,"{'AVG': 5.597560975609756, 'STDEV': 2.387517725860438}"
FG3A,"{'AVG': 16.304878048780488, 'STDEV': 4.824548912299109}"
FG3P,"{'AVG': 0.34467109056473005, 'STDEV': 0.11017663990081701}"
FTM,"{'AVG': 17.402439024390244, 'STDEV': 6.168137474444249}"
FTA,"{'AVG': 22.9390243902439, 'STDEV': 22.9390243902439}"
FTP,"{'AVG': 0.7630975609756091, 'STDEV': 0.7630975609756091}"
OREB,"{'AVG': 11.085365853658537, 'STDEV': 3.972750452872032}"
DREB,"{'AVG': 29.75609756097561, 'STDEV': 5.2951433037877536}"
REB,"{'AVG': 40.84146341463415, 'STDEV': 6.8104304756804535}"
AST,"{'AVG': 21.01219512195122, 'STDEV': 5.095371665139044}"
BLK,"{'AVG': 4.682926829268292, 'STDEV': 2.20480983072048}"
TOV,"{'AVG': 13.036585365853659, 'STDEV': 3.824692747931458}"
PF,"{'AVG': 22.036585365853657, 'STDEV': 4.48439027043376}"
