,0
Team_ID,1610612762
Season,2010-11
FGM,"{'AVG': 37.36585365853659, 'STDEV': 4.945411129277225}"
FGA,"{'AVG': 80.36585365853658, 'STDEV': 7.342607259076018}"
FGP,"{'AVG': 0.465536585365853, 'STDEV': 0.051167166150765005}"
FG3M,"{'AVG': 5.304878048780488, 'STDEV': 2.683691139660531}"
FG3A,"{'AVG': 15.317073170731707, 'STDEV': 4.274177557969379}"
FG3P,"{'AVG': 0.33418260786923104, 'STDEV': 0.13124292269602902}"
FTM,"{'AVG': 19.390243902439025, 'STDEV': 6.048683353437138}"
FTA,"{'AVG': 25.134146341463413, 'STDEV': 25.134146341463413}"
FTP,"{'AVG': 0.7708658536585361, 'STDEV': 0.7708658536585361}"
OREB,"{'AVG': 10.951219512195122, 'STDEV': 3.940616104691352}"
DREB,"{'AVG': 28.51219512195122, 'STDEV': 5.31767122157027}"
REB,"{'AVG': 39.46341463414634, 'STDEV': 6.63547354632514}"
AST,"{'AVG': 23.426829268292682, 'STDEV': 4.79462272825436}"
BLK,"{'AVG': 5.902439024390244, 'STDEV': 2.938084351534159}"
TOV,"{'AVG': 13.560975609756097, 'STDEV': 3.65181355579818}"
PF,"{'AVG': 22.74390243902439, 'STDEV': 3.812944086614476}"
