,0
Team_ID,1610612757
Season,2010-11
FGM,"{'AVG': 35.98780487804878, 'STDEV': 3.917336908575078}"
FGA,"{'AVG': 80.47560975609755, 'STDEV': 6.633669468044188}"
FGP,"{'AVG': 0.449256097560975, 'STDEV': 0.053847019467846}"
FG3M,"{'AVG': 6.3170731707317085, 'STDEV': 2.232631447365447}"
FG3A,"{'AVG': 18.329268292682926, 'STDEV': 3.8811188346418692}"
FG3P,"{'AVG': 0.34573916630254803, 'STDEV': 0.108127735112112}"
FTM,"{'AVG': 18, 'STDEV': 6.48454953840661}"
FTA,"{'AVG': 22.378048780487806, 'STDEV': 22.378048780487806}"
FTP,"{'AVG': 0.7978292682926831, 'STDEV': 0.7978292682926831}"
OREB,"{'AVG': 12.146341463414634, 'STDEV': 4.494501307755963}"
DREB,"{'AVG': 27.195121951219512, 'STDEV': 4.1497851331859295}"
REB,"{'AVG': 39.34146341463415, 'STDEV': 6.15683803767013}"
AST,"{'AVG': 21.170731707317074, 'STDEV': 4.299884804798588}"
BLK,"{'AVG': 4.365853658536586, 'STDEV': 2.59397304840483}"
TOV,"{'AVG': 12.414634146341463, 'STDEV': 3.110917531724363}"
PF,"{'AVG': 19.329268292682926, 'STDEV': 4.100752349065345}"
