,0
Team_ID,1610612744
Season,2010-11
FGM,"{'AVG': 39.646341463414636, 'STDEV': 4.743733881787903}"
FGA,"{'AVG': 85.9390243902439, 'STDEV': 6.218942709106658}"
FGP,"{'AVG': 0.462060975609756, 'STDEV': 0.051634362077831}"
FG3M,"{'AVG': 8.353658536585366, 'STDEV': 3.461862594428612}"
FG3A,"{'AVG': 21.329268292682926, 'STDEV': 4.480561246944874}"
FG3P,"{'AVG': 0.384309016308282, 'STDEV': 0.115091725206431}"
FTM,"{'AVG': 15.731707317073171, 'STDEV': 5.61094340890821}"
FTA,"{'AVG': 20.670731707317074, 'STDEV': 20.670731707317074}"
FTP,"{'AVG': 0.7548902439024391, 'STDEV': 0.7548902439024391}"
OREB,"{'AVG': 11.646341463414634, 'STDEV': 4.034945962339558}"
DREB,"{'AVG': 28.902439024390244, 'STDEV': 4.7104028715477675}"
REB,"{'AVG': 40.548780487804876, 'STDEV': 5.936188324822817}"
AST,"{'AVG': 22.524390243902438, 'STDEV': 4.709395939760694}"
BLK,"{'AVG': 4.951219512195122, 'STDEV': 2.31954890795704}"
TOV,"{'AVG': 14.109756097560975, 'STDEV': 3.545144819556604}"
PF,"{'AVG': 22.024390243902438, 'STDEV': 4.682448472506817}"
