,0
Team_ID,1610612752
Season,2010-11
FGM,"{'AVG': 38.292682926829265, 'STDEV': 4.816350252013995}"
FGA,"{'AVG': 83.7439024390244, 'STDEV': 5.9851894894758555}"
FGP,"{'AVG': 0.45856097560975606, 'STDEV': 0.05894234419988}"
FG3M,"{'AVG': 9.329268292682928, 'STDEV': 3.3740289066534173}"
FG3A,"{'AVG': 25.378048780487806, 'STDEV': 5.640769240734876}"
FG3P,"{'AVG': 0.36551553909744605, 'STDEV': 0.09725252658790101}"
FTM,"{'AVG': 20.597560975609756, 'STDEV': 7.715400273811136}"
FTA,"{'AVG': 25.451219512195124, 'STDEV': 25.451219512195124}"
FTP,"{'AVG': 0.8084146341463411, 'STDEV': 0.8084146341463411}"
OREB,"{'AVG': 10.329268292682928, 'STDEV': 2.90191455766187}"
DREB,"{'AVG': 30.121951219512194, 'STDEV': 4.942609506964092}"
REB,"{'AVG': 40.451219512195124, 'STDEV': 5.595748913401744}"
AST,"{'AVG': 21.426829268292682, 'STDEV': 4.876323467847822}"
BLK,"{'AVG': 5.7926829268292686, 'STDEV': 2.743062201974727}"
TOV,"{'AVG': 13.341463414634147, 'STDEV': 3.875276213795977}"
PF,"{'AVG': 21.25609756097561, 'STDEV': 4.534670215756929}"
