,0
Team_ID,1610612740
Season,2010-11
FGM,"{'AVG': 35.90243902439025, 'STDEV': 4.069184879389953}"
FGA,"{'AVG': 78.2439024390244, 'STDEV': 5.498733806236289}"
FGP,"{'AVG': 0.4595, 'STDEV': 0.047030657193466004}"
FG3M,"{'AVG': 5.414634146341464, 'STDEV': 2.113748174684044}"
FG3A,"{'AVG': 15.024390243902438, 'STDEV': 3.715086393014026}"
FG3P,"{'AVG': 0.36239597486256103, 'STDEV': 0.11832770690512001}"
FTM,"{'AVG': 17.70731707317073, 'STDEV': 5.231641162794722}"
FTA,"{'AVG': 23.134146341463413, 'STDEV': 23.134146341463413}"
FTP,"{'AVG': 0.7663536585365851, 'STDEV': 0.7663536585365851}"
OREB,"{'AVG': 10.048780487804878, 'STDEV': 3.499214864404427}"
DREB,"{'AVG': 30.097560975609756, 'STDEV': 5.239003194458342}"
REB,"{'AVG': 40.146341463414636, 'STDEV': 6.566134498495567}"
AST,"{'AVG': 20.621951219512194, 'STDEV': 4.45454475622879}"
BLK,"{'AVG': 4.378048780487805, 'STDEV': 2.522198942146302}"
TOV,"{'AVG': 12.207317073170731, 'STDEV': 3.192343482548378}"
PF,"{'AVG': 20.963414634146343, 'STDEV': 3.945446263861385}"
