,0
Team_ID,1610612754
Season,2010-11
FGM,"{'AVG': 36.6219512195122, 'STDEV': 5.5078849067259235}"
FGA,"{'AVG': 82.76829268292683, 'STDEV': 6.613302681544493}"
FGP,"{'AVG': 0.44413414634146303, 'STDEV': 0.067518952473282}"
FG3M,"{'AVG': 7.134146341463414, 'STDEV': 3.0133947679822}"
FG3A,"{'AVG': 20.158536585365855, 'STDEV': 5.304248267552167}"
FG3P,"{'AVG': 0.34982770861283, 'STDEV': 0.101734575652537}"
FTM,"{'AVG': 19.414634146341463, 'STDEV': 6.353673418887798}"
FTA,"{'AVG': 24.817073170731707, 'STDEV': 24.817073170731707}"
FTP,"{'AVG': 0.778231707317073, 'STDEV': 0.778231707317073}"
OREB,"{'AVG': 11.146341463414634, 'STDEV': 3.975610679760405}"
DREB,"{'AVG': 32.40243902439025, 'STDEV': 4.713677906880817}"
REB,"{'AVG': 43.548780487804876, 'STDEV': 6.232436931038103}"
AST,"{'AVG': 19.646341463414632, 'STDEV': 5.212454106070306}"
BLK,"{'AVG': 5.560975609756097, 'STDEV': 2.643872771894607}"
TOV,"{'AVG': 14.75609756097561, 'STDEV': 3.602334550341843}"
PF,"{'AVG': 21.73170731707317, 'STDEV': 4.148623988709858}"
