,0
Team_ID,1610612758
Season,2010-11
FGM,"{'AVG': 38.21951219512195, 'STDEV': 4.966615436583667}"
FGA,"{'AVG': 85.10975609756098, 'STDEV': 7.435327913034171}"
FGP,"{'AVG': 0.44987804878048704, 'STDEV': 0.05091687494505501}"
FG3M,"{'AVG': 5.219512195121951, 'STDEV': 2.408956488616383}"
FG3A,"{'AVG': 15.573170731707316, 'STDEV': 4.297660827447271}"
FG3P,"{'AVG': 0.335135640798472, 'STDEV': 0.125304799964013}"
FTM,"{'AVG': 17.74390243902439, 'STDEV': 6.245612732960429}"
FTA,"{'AVG': 24.158536585365855, 'STDEV': 24.158536585365855}"
FTP,"{'AVG': 0.728621951219512, 'STDEV': 0.728621951219512}"
OREB,"{'AVG': 13.060975609756097, 'STDEV': 3.535874561261756}"
DREB,"{'AVG': 30.804878048780488, 'STDEV': 5.6029952844691735}"
REB,"{'AVG': 43.86585365853659, 'STDEV': 6.436320924258529}"
AST,"{'AVG': 20.426829268292682, 'STDEV': 4.198854893293558}"
BLK,"{'AVG': 4.768292682926829, 'STDEV': 2.654131559104073}"
TOV,"{'AVG': 15.634146341463415, 'STDEV': 4.099118228341886}"
PF,"{'AVG': 22.01219512195122, 'STDEV': 4.010769152672003}"
