,0
Team_ID,1610612743
Season,2010-11
FGM,"{'AVG': 38.353658536585364, 'STDEV': 5.114423929327412}"
FGA,"{'AVG': 80.64634146341463, 'STDEV': 6.456639708579665}"
FGP,"{'AVG': 0.47550000000000003, 'STDEV': 0.050939870144812}"
FG3M,"{'AVG': 8.073170731707316, 'STDEV': 3.630394624690908}"
FG3A,"{'AVG': 20.78048780487805, 'STDEV': 5.648171101882958}"
FG3P,"{'AVG': 0.37981269074983703, 'STDEV': 0.104939945713685}"
FTM,"{'AVG': 22.670731707317074, 'STDEV': 6.473220958800292}"
FTA,"{'AVG': 29.621951219512194, 'STDEV': 29.621951219512194}"
FTP,"{'AVG': 0.7658170731707311, 'STDEV': 0.7658170731707311}"
OREB,"{'AVG': 9.646341463414634, 'STDEV': 3.426015038270715}"
DREB,"{'AVG': 32.34146341463415, 'STDEV': 5.871503713417004}"
REB,"{'AVG': 41.98780487804878, 'STDEV': 6.439641701632786}"
AST,"{'AVG': 22.109756097560975, 'STDEV': 5.33797505778689}"
BLK,"{'AVG': 4.292682926829268, 'STDEV': 2.274321523454981}"
TOV,"{'AVG': 13.78048780487805, 'STDEV': 3.784387649615918}"
PF,"{'AVG': 20.963414634146343, 'STDEV': 4.3045916396309565}"
