,0
Team_ID,1610612766
Season,2010-11
FGM,"{'AVG': 35.03658536585366, 'STDEV': 4.940248211766011}"
FGA,"{'AVG': 77.6219512195122, 'STDEV': 7.474467228055127}"
FGP,"{'AVG': 0.45212195121951204, 'STDEV': 0.05265480181493801}"
FG3M,"{'AVG': 4.7926829268292686, 'STDEV': 2.427912810269926}"
FG3A,"{'AVG': 14.670731707317072, 'STDEV': 4.650912237742157}"
FG3P,"{'AVG': 0.319525545278301, 'STDEV': 0.11927268726422101}"
FTM,"{'AVG': 18.426829268292682, 'STDEV': 6.006232334781906}"
FTA,"{'AVG': 24.378048780487806, 'STDEV': 24.378048780487806}"
FTP,"{'AVG': 0.755292682926829, 'STDEV': 0.755292682926829}"
OREB,"{'AVG': 10.341463414634147, 'STDEV': 3.7882844490014502}"
DREB,"{'AVG': 29.804878048780488, 'STDEV': 4.826467727612506}"
REB,"{'AVG': 40.146341463414636, 'STDEV': 6.44084564499911}"
AST,"{'AVG': 21.073170731707318, 'STDEV': 4.9684945376331875}"
BLK,"{'AVG': 5.2804878048780495, 'STDEV': 2.945070752022325}"
TOV,"{'AVG': 13.695121951219512, 'STDEV': 4.4463579891480105}"
PF,"{'AVG': 19.963414634146343, 'STDEV': 3.967289468540278}"
