,0
Team_ID,1610612753
Season,1995-96
FGM,"{'AVG': 39.0609756097561, 'STDEV': 5.6005898299948935}"
FGA,"{'AVG': 80.97560975609755, 'STDEV': 7.418654514721152}"
FGP,"{'AVG': 0.48271951219512105, 'STDEV': 0.056573839958591006}"
FG3M,"{'AVG': 7.585365853658536, 'STDEV': 2.905725380684732}"
FG3A,"{'AVG': 20.0609756097561, 'STDEV': 5.124011644476533}"
FG3P,"{'AVG': 0.378602572164833, 'STDEV': 0.11302714792611801}"
FTM,"{'AVG': 18.817073170731707, 'STDEV': 6.735071372275254}"
FTA,"{'AVG': 27.21951219512195, 'STDEV': 27.21951219512195}"
FTP,"{'AVG': 0.687682926829268, 'STDEV': 0.687682926829268}"
OREB,"{'AVG': 11.78048780487805, 'STDEV': 3.845871251749677}"
DREB,"{'AVG': 29.28048780487805, 'STDEV': 5.048589560385372}"
REB,"{'AVG': 41.0609756097561, 'STDEV': 6.362210115592956}"
AST,"{'AVG': 25.365853658536587, 'STDEV': 5.309000499087134}"
BLK,"{'AVG': 4.951219512195122, 'STDEV': 2.372176367105028}"
TOV,"{'AVG': 13.853658536585366, 'STDEV': 3.662023832340517}"
PF,"{'AVG': 20.841463414634145, 'STDEV': 3.926703490348376}"
