,0
Team_ID,1610612745
Season,1995-96
FGM,"{'AVG': 37.53658536585366, 'STDEV': 5.077656507064437}"
FGA,"{'AVG': 80.95121951219512, 'STDEV': 7.219490832264103}"
FGP,"{'AVG': 0.464780487804878, 'STDEV': 0.055943318843414004}"
FG3M,"{'AVG': 7.768292682926829, 'STDEV': 2.990927765917033}"
FG3A,"{'AVG': 21.475609756097562, 'STDEV': 5.4754798194529934}"
FG3P,"{'AVG': 0.36467265408736305, 'STDEV': 0.11090248641898501}"
FTM,"{'AVG': 19.646341463414632, 'STDEV': 6.689538453545913}"
FTA,"{'AVG': 25.682926829268293, 'STDEV': 25.682926829268293}"
FTP,"{'AVG': 0.764463414634146, 'STDEV': 0.764463414634146}"
OREB,"{'AVG': 11.207317073170731, 'STDEV': 4.319744519417583}"
DREB,"{'AVG': 29.9390243902439, 'STDEV': 4.8847142807267705}"
REB,"{'AVG': 41.146341463414636, 'STDEV': 7.346993928349052}"
AST,"{'AVG': 24.170731707317074, 'STDEV': 5.902091861948903}"
BLK,"{'AVG': 5.804878048780488, 'STDEV': 2.6501293906927312}"
TOV,"{'AVG': 14.682926829268293, 'STDEV': 4.082114100003102}"
PF,"{'AVG': 21.378048780487806, 'STDEV': 4.102514266426512}"
