,0
Team_ID,1610612739
Season,1995-96
FGM,"{'AVG': 33.670731707317074, 'STDEV': 4.43625600695329}"
FGA,"{'AVG': 73.14634146341463, 'STDEV': 6.887315145007859}"
FGP,"{'AVG': 0.46268292682926804, 'STDEV': 0.063988594286289}"
FG3M,"{'AVG': 7.268292682926829, 'STDEV': 3.392252540126572}"
FG3A,"{'AVG': 19.29268292682927, 'STDEV': 5.07593646381071}"
FG3P,"{'AVG': 0.37061791110622905, 'STDEV': 0.13367922566173002}"
FTM,"{'AVG': 16.524390243902438, 'STDEV': 5.443822208787801}"
FTA,"{'AVG': 21.646341463414632, 'STDEV': 21.646341463414632}"
FTP,"{'AVG': 0.7634512195121951, 'STDEV': 0.7634512195121951}"
OREB,"{'AVG': 10.573170731707316, 'STDEV': 3.7909264244609133}"
DREB,"{'AVG': 25.0609756097561, 'STDEV': 4.456504639774994}"
REB,"{'AVG': 35.63414634146341, 'STDEV': 6.09090030670516}"
AST,"{'AVG': 22.170731707317074, 'STDEV': 5.2323893417278}"
BLK,"{'AVG': 4.146341463414634, 'STDEV': 2.73126367542193}"
TOV,"{'AVG': 12.012195121951219, 'STDEV': 2.979327550440773}"
PF,"{'AVG': 20.548780487804876, 'STDEV': 4.280741942800236}"
