,0
Team_ID,1610612765
Season,1995-96
FGM,"{'AVG': 34.26829268292683, 'STDEV': 4.581359926645871}"
FGA,"{'AVG': 74.65853658536585, 'STDEV': 6.764503416656217}"
FGP,"{'AVG': 0.459768292682926, 'STDEV': 0.053680881204816004}"
FG3M,"{'AVG': 6.646341463414634, 'STDEV': 2.830050172828866}"
FG3A,"{'AVG': 16.463414634146343, 'STDEV': 4.428290426062972}"
FG3P,"{'AVG': 0.39468667493038, 'STDEV': 0.127062864535526}"
FTM,"{'AVG': 20.20731707317073, 'STDEV': 6.331847398545731}"
FTA,"{'AVG': 26.902439024390244, 'STDEV': 26.902439024390244}"
FTP,"{'AVG': 0.7480731707317071, 'STDEV': 0.7480731707317071}"
OREB,"{'AVG': 10.78048780487805, 'STDEV': 3.474863494055353}"
DREB,"{'AVG': 29.75609756097561, 'STDEV': 5.392177634748815}"
REB,"{'AVG': 40.53658536585366, 'STDEV': 6.0475382644944}"
AST,"{'AVG': 19.634146341463413, 'STDEV': 4.71800385474424}"
BLK,"{'AVG': 4.292682926829268, 'STDEV': 2.359576258662908}"
TOV,"{'AVG': 14.182926829268293, 'STDEV': 3.247517755890929}"
PF,"{'AVG': 23.817073170731707, 'STDEV': 4.272010683335256}"
