,0
Team_ID,1610612738
Season,1995-96
FGM,"{'AVG': 38.573170731707314, 'STDEV': 4.570518753292073}"
FGA,"{'AVG': 84.65853658536585, 'STDEV': 7.620990364006151}"
FGP,"{'AVG': 0.457219512195121, 'STDEV': 0.051797569986913004}"
FG3M,"{'AVG': 6.573170731707317, 'STDEV': 3.269879326519097}"
FG3A,"{'AVG': 17.71951219512195, 'STDEV': 5.333968458117757}"
FG3P,"{'AVG': 0.363443444883492, 'STDEV': 0.13263460104955702}"
FTM,"{'AVG': 19.878048780487806, 'STDEV': 6.609738875144091}"
FTA,"{'AVG': 27.853658536585368, 'STDEV': 27.853658536585368}"
FTP,"{'AVG': 0.713597560975609, 'STDEV': 0.713597560975609}"
OREB,"{'AVG': 12.804878048780488, 'STDEV': 3.901373687768317}"
DREB,"{'AVG': 29.597560975609756, 'STDEV': 5.079272223793145}"
REB,"{'AVG': 42.40243902439025, 'STDEV': 6.235817995779141}"
AST,"{'AVG': 21.853658536585368, 'STDEV': 5.108989780115174}"
BLK,"{'AVG': 4.951219512195122, 'STDEV': 2.45905953630069}"
TOV,"{'AVG': 15.268292682926829, 'STDEV': 3.849158254905067}"
PF,"{'AVG': 24.890243902439025, 'STDEV': 4.906549157109832}"
