,0
Team_ID,1610612747
Season,1995-96
FGM,"{'AVG': 39.21951219512195, 'STDEV': 5.6064874024362705}"
FGA,"{'AVG': 81.78048780487805, 'STDEV': 6.9531490161357965}"
FGP,"{'AVG': 0.47903658536585303, 'STDEV': 0.049982082004751}"
FG3M,"{'AVG': 5.8170731707317085, 'STDEV': 2.440036676411702}"
FG3A,"{'AVG': 16.573170731707318, 'STDEV': 4.151544373668695}"
FG3P,"{'AVG': 0.349884660659852, 'STDEV': 0.12411636022704602}"
FTM,"{'AVG': 18.646341463414632, 'STDEV': 6.000765282922562}"
FTA,"{'AVG': 24.98780487804878, 'STDEV': 24.98780487804878}"
FTP,"{'AVG': 0.752012195121951, 'STDEV': 0.752012195121951}"
OREB,"{'AVG': 12.134146341463415, 'STDEV': 3.6201159353986423}"
DREB,"{'AVG': 28.085365853658537, 'STDEV': 4.869155171764489}"
REB,"{'AVG': 40.21951219512195, 'STDEV': 6.316790070609102}"
AST,"{'AVG': 25.365853658536587, 'STDEV': 6.282470606106437}"
BLK,"{'AVG': 6.292682926829268, 'STDEV': 2.983443221142139}"
TOV,"{'AVG': 13.804878048780488, 'STDEV': 3.951680450138399}"
PF,"{'AVG': 20.75609756097561, 'STDEV': 4.026336065683184}"
