,0
Team_ID,1610612760
Season,1995-96
FGM,"{'AVG': 37.48780487804878, 'STDEV': 5.268691365244138}"
FGA,"{'AVG': 78.0609756097561, 'STDEV': 6.744632179293817}"
FGP,"{'AVG': 0.481865853658536, 'STDEV': 0.066558572032388}"
FG3M,"{'AVG': 7.085365853658536, 'STDEV': 2.465571426077784}"
FG3A,"{'AVG': 19.463414634146343, 'STDEV': 4.116198419767238}"
FG3P,"{'AVG': 0.364581201536928, 'STDEV': 0.10937232438232801}"
FTM,"{'AVG': 22.475609756097562, 'STDEV': 6.112576813637575}"
FTA,"{'AVG': 29.5609756097561, 'STDEV': 29.5609756097561}"
FTP,"{'AVG': 0.7599146341463411, 'STDEV': 0.7599146341463411}"
OREB,"{'AVG': 11.634146341463415, 'STDEV': 4.278895078104965}"
DREB,"{'AVG': 29.865853658536587, 'STDEV': 4.8426148306542895}"
REB,"{'AVG': 41.5, 'STDEV': 6.458318399026938}"
AST,"{'AVG': 24.378048780487806, 'STDEV': 5.095726226493027}"
BLK,"{'AVG': 4.7926829268292686, 'STDEV': 2.463249910270098}"
TOV,"{'AVG': 17.170731707317074, 'STDEV': 3.416752042470008}"
PF,"{'AVG': 23.98780487804878, 'STDEV': 4.310463589513212}"
