,0
Team_ID,1610612751
Season,1995-96
FGM,"{'AVG': 35.13414634146341, 'STDEV': 5.008048325216371}"
FGA,"{'AVG': 82.3170731707317, 'STDEV': 8.783933212743479}"
FGP,"{'AVG': 0.42853658536585304, 'STDEV': 0.054471239465768005}"
FG3M,"{'AVG': 3.048780487804878, 'STDEV': 1.851942183885361}"
FG3A,"{'AVG': 9.097560975609756, 'STDEV': 3.92085199892455}"
FG3P,"{'AVG': 0.335089671365911, 'STDEV': 0.14373663001897902}"
FTM,"{'AVG': 20.390243902439025, 'STDEV': 6.403617992710628}"
FTA,"{'AVG': 27.365853658536587, 'STDEV': 27.365853658536587}"
FTP,"{'AVG': 0.7459146341463411, 'STDEV': 0.7459146341463411}"
OREB,"{'AVG': 16.463414634146343, 'STDEV': 5.758933204432617}"
DREB,"{'AVG': 30.524390243902438, 'STDEV': 5.795327214648187}"
REB,"{'AVG': 46.98780487804878, 'STDEV': 9.049239654900724}"
AST,"{'AVG': 21.365853658536587, 'STDEV': 4.395598795209048}"
BLK,"{'AVG': 6.963414634146342, 'STDEV': 3.656366414463987}"
TOV,"{'AVG': 15.963414634146341, 'STDEV': 4.158718706855053}"
PF,"{'AVG': 22.926829268292682, 'STDEV': 4.7888256964247224}"
