,0
Team_ID,1610612763
Season,1995-96
FGM,"{'AVG': 33.80487804878049, 'STDEV': 4.258438316862714}"
FGA,"{'AVG': 79.0609756097561, 'STDEV': 7.722578026935941}"
FGP,"{'AVG': 0.42947560975609705, 'STDEV': 0.052632015232189}"
FG3M,"{'AVG': 4.536585365853658, 'STDEV': 2.250898980633685}"
FG3A,"{'AVG': 13.768292682926829, 'STDEV': 4.344142588228358}"
FG3P,"{'AVG': 0.326234839523525, 'STDEV': 0.136834249196946}"
FTM,"{'AVG': 17.634146341463413, 'STDEV': 6.254898712548885}"
FTA,"{'AVG': 24.365853658536587, 'STDEV': 24.365853658536587}"
FTP,"{'AVG': 0.725829268292682, 'STDEV': 0.725829268292682}"
OREB,"{'AVG': 11.670731707317072, 'STDEV': 3.764863147542414}"
DREB,"{'AVG': 26.463414634146343, 'STDEV': 4.661889411781926}"
REB,"{'AVG': 38.13414634146341, 'STDEV': 6.298661811868858}"
AST,"{'AVG': 20.804878048780488, 'STDEV': 4.9076383508236585}"
BLK,"{'AVG': 4.060975609756097, 'STDEV': 2.593189375113248}"
TOV,"{'AVG': 15.609756097560975, 'STDEV': 4.325508883388289}"
PF,"{'AVG': 22.585365853658537, 'STDEV': 4.337465891315551}"
