,0
Team_ID,1610612754
Season,1995-96
FGM,"{'AVG': 36.329268292682926, 'STDEV': 4.695821305117937}"
FGA,"{'AVG': 75.67073170731707, 'STDEV': 5.388728240557986}"
FGP,"{'AVG': 0.48075609756097504, 'STDEV': 0.057246178583035004}"
FG3M,"{'AVG': 4.426829268292683, 'STDEV': 2.309564053807333}"
FG3A,"{'AVG': 11.865853658536585, 'STDEV': 3.924479033199628}"
FG3P,"{'AVG': 0.36951846046131703, 'STDEV': 0.159257712335163}"
FTM,"{'AVG': 22.23170731707317, 'STDEV': 6.456499798007756}"
FTA,"{'AVG': 29.463414634146343, 'STDEV': 29.463414634146343}"
FTP,"{'AVG': 0.754182926829268, 'STDEV': 0.754182926829268}"
OREB,"{'AVG': 12.317073170731707, 'STDEV': 4.365629078820051}"
DREB,"{'AVG': 27.585365853658537, 'STDEV': 5.008514280362732}"
REB,"{'AVG': 39.90243902439025, 'STDEV': 6.239281685661115}"
AST,"{'AVG': 23.378048780487806, 'STDEV': 5.3209120259326355}"
BLK,"{'AVG': 3.939024390243902, 'STDEV': 2.150782579225867}"
TOV,"{'AVG': 15.841463414634147, 'STDEV': 3.716727327839531}"
PF,"{'AVG': 24.76829268292683, 'STDEV': 4.75913359810766}"
