,0
Team_ID,1610612755
Season,2006-07
FGM,"{'AVG': 35.75609756097561, 'STDEV': 4.462632162471475}"
FGA,"{'AVG': 78.14634146341463, 'STDEV': 7.004622726191915}"
FGP,"{'AVG': 0.45863414634146304, 'STDEV': 0.05049544954321}"
FG3M,"{'AVG': 3.463414634146341, 'STDEV': 2.1784302987924082}"
FG3A,"{'AVG': 10.036585365853659, 'STDEV': 3.581313373648978}"
FG3P,"{'AVG': 0.337416097970258, 'STDEV': 0.18874774515078402}"
FTM,"{'AVG': 19.963414634146343, 'STDEV': 5.603008719861582}"
FTA,"{'AVG': 26.036585365853657, 'STDEV': 26.036585365853657}"
FTP,"{'AVG': 0.767134146341463, 'STDEV': 0.767134146341463}"
OREB,"{'AVG': 10.963414634146341, 'STDEV': 4.007539567055026}"
DREB,"{'AVG': 28.695121951219512, 'STDEV': 5.444873054308694}"
REB,"{'AVG': 39.65853658536585, 'STDEV': 6.969456312279203}"
AST,"{'AVG': 20.353658536585368, 'STDEV': 4.70190912426298}"
BLK,"{'AVG': 4.7560975609756095, 'STDEV': 2.541317708211244}"
TOV,"{'AVG': 14.71951219512195, 'STDEV': 3.532125545648089}"
PF,"{'AVG': 20.378048780487806, 'STDEV': 4.218244453465924}"
