,0
Team_ID,1610612751
Season,2006-07
FGM,"{'AVG': 35.52439024390244, 'STDEV': 5.437014453430966}"
FGA,"{'AVG': 77.79268292682927, 'STDEV': 6.715998597191835}"
FGP,"{'AVG': 0.456743902439024, 'STDEV': 0.057583393305561004}"
FG3M,"{'AVG': 7.426829268292683, 'STDEV': 3.499666607771738}"
FG3A,"{'AVG': 20.4390243902439, 'STDEV': 5.657067165323213}"
FG3P,"{'AVG': 0.35228426357407405, 'STDEV': 0.11096620840837301}"
FTM,"{'AVG': 19.097560975609756, 'STDEV': 6.074861693487474}"
FTA,"{'AVG': 26.25609756097561, 'STDEV': 26.25609756097561}"
FTP,"{'AVG': 0.7280487804878041, 'STDEV': 0.7280487804878041}"
OREB,"{'AVG': 10.024390243902438, 'STDEV': 3.572790208019626}"
DREB,"{'AVG': 30.79268292682927, 'STDEV': 5.84520021492373}"
REB,"{'AVG': 40.81707317073171, 'STDEV': 6.644645200944276}"
AST,"{'AVG': 23.926829268292682, 'STDEV': 5.208683366738207}"
BLK,"{'AVG': 3.329268292682926, 'STDEV': 2.090867136840719}"
TOV,"{'AVG': 14.109756097560975, 'STDEV': 3.9565732072988933}"
PF,"{'AVG': 22.79268292682927, 'STDEV': 3.523248377959085}"
